,id,name,colors,Category,Description,price,link
10,DM9652-001,Air Jordan 1 Mid SE Craft,Black/Light Graphite/Sail/Cement GreyStyle,Men's Shoes,"Turn style on its head with this crafted take on the Air Jordan 1 Mid. Its ""inside out""-inspired construction, including unique layering and exposed foam accents, ups the ante on this timeless Jordan Brand silhouette. Details like the deco stitching on the Swoosh add coveted appeal, while the unexpected shading, rich mixture of materials and aged midsole aesthetic give this release an artisan finish.",11 895,https://www.nike.com/in/t/air-jordan-1-mid-se-craft-shoes-RmP7J6/DM9652-001
11,DQ8422-001,Air Jordan 1 Low SE,Black/White/Sail/White OnyxStyle,Men's Shoes,"Staple sneaker, modern expression. New colours and fresh textures give you an updated AJ1—without losing that forever-favourite look and feel. It's made from premium materials, padded with comfy Air and decked out with subtle accents that redefine a classic.",9 695,https://www.nike.com/in/t/air-jordan-1-low-se-shoes-vHKgmX/DQ8422-001
12,AQ2664-404,Jordan 1 Retro High OG,Dark Marina Blue/White/BlackStyle,Younger Kids' Shoes,"The Jordan 1 Retro High delivers the durability, flexibility and support of the original AJ1. Its high-top design is optimised for growing feet.",5 995,https://www.nike.com/in/t/jordan-1-retro-high-og-younger-shoes-h4bvLq/AQ2664-404
13,DN3738-400,Air Jordan 1 Mid SE,French Blue/Fire Red/Beach/Magic EmberStyle,Women's Shoes,"Steal the show with all-leather Js in a bold patchwork of colours. Classic Air cushioning and a soft, mid-top collar keep you happy on your feet. Gear up and let the compliments roll in.",11 895,https://www.nike.com/in/t/air-jordan-1-mid-se-shoes-Q9j3dR/DN3738-400
14,DN4904-001,Air Jordan 1 Mid SE,Black/Sail/Roma Green/Chile RedStyle,Men's Shoes,"Inspired by Mictlán, this is a story of family connections. This unique ""Día de Muertos"" version of the Air Jordan 1 stays true to style with a bright jaguar print and unique details, like a multi-coloured embroidered Swoosh logo with an arrow. The words ""Siempre"" and ""Familia"" stamped on the upper connect back to the family tradition.",₹ 9 77710 295,https://www.nike.com/in/t/air-jordan-1-mid-se-shoes-hHltxp/DN4904-001
15,CT0979-603,Air Jordan 1 Zoom Air Comfort,Fire Red/Hot Curry/White/Fire RedStyle,Women's Shoes,"Step into comfort with the Air Jordan 1 Zoom Air Comfort. Refined to make one of history's most iconic sneakers more wearable, it combines full-grain leather in the upper with a cosy lining and responsive cushioning.",12 495,https://www.nike.com/in/t/air-jordan-1-zoom-air-comfort-shoes-DMnp24/CT0979-603
16,DQ6078-100,Air Jordan 1 Mid SE,Light Orewood Brown/Bright Crimson/White/NewsprintStyle,Women's Shoe,"Give your look an edge, in the Air Jordan 1 Mid SE.Made from premium leather throughout, it features an updated colour scheme, making a fresh play on the all-time favourite.",11 895,https://www.nike.com/in/t/air-jordan-1-mid-se-shoe-9LWSDx/DQ6078-100
17,CK9246-067,Air Jordan 3 Retro,Black/Metallic Gold/Cement Grey/Fire RedStyle,Women's Shoes,"Set the gold standard with the Air Jordan 3. An all-time favourite, this fresh colourway adds to the legacy. Of course, a hangtag certifies your place on the team—and the elephant-print detailing delivers a classic finish.",16 595,https://www.nike.com/in/t/air-jordan-3-retro-shoes-QjsdH9/CK9246-067
18,DN3253-100,Air Jordan 1 Elevate High,Summit White/Coconut Milk/Dark AshStyle,Women's Shoes,"Classic Jordan style reaches new heights in this lifted AJ-1. The platform stance and high-top collar make a statement, while crisp leather and flashy finishes make these kicks the winning assist your outfit needs. For added flex, the puffy, stitched-on Wings ""logo"" delivers big (and just wait until you feel the ultra-comfortable Air cushioning underfoot). Go ahead, elevate your game.",14 195,https://www.nike.com/in/t/air-jordan-1-elevate-high-shoes-rKPNHR/DN3253-100
19,CT8532-105,Air Jordan 3 Retro,White/Dark Iris/Cement Grey/BlackStyle,Shoes,"The legendary shoe gets a new heritage-inspired look. A twist on the original ""Black Cement"" colourway, the Air Jordan 3 Retro brings in one of the brand's most iconic colours.",16 595,https://www.nike.com/in/t/air-jordan-3-retro-shoes-TJf2lm/CT8532-105
20,DN3705-003,Air Jordan 1 Low SE,Black/White/Sail/Electric GreenStyle,Men's Shoes,"Your next pair of everyday kicks puts a fresh twist on the Js that started it all. The ombre effect on these low tops will satisfy your taste for originality, while staying true to the classic design you love.",9 695,https://www.nike.com/in/t/air-jordan-1-low-se-shoes-4KTqc0/DN3705-003
21,DC3638-160,Jordan .5 'Why Not?',White/Black/Grey Fog/Bright CrimsonStyle,Men's Basketball Shoes,"Russell Westbrook is fast. These shoes match his quickness with updated cushioning, data-informed traction and a full-foot fit system to keep him in control. With a rugged utility look combined with a purposeful clash of colours and materials, this model speaks to the core of Russel's ""Why Not?"" mantra.",11 495,https://www.nike.com/in/t/jordan-5-why-not-basketball-shoes-6V8Hzg/DC3638-160
22,DV2229-300,Air Jordan 1 Mid,Washed Teal/White/Mint FoamStyle,Women's Shoes,"It's easy being green. This summery AJ1 is decked out in refreshing shades of teal and mint, served in a classic mid-top silhouette. Premium leather and lightweight Air cushioning complete the package with street-ready comfort that lasts all day.",10 795,https://www.nike.com/in/t/air-jordan-1-mid-shoes-zxLK1G/DV2229-300
23,DO9369-101,Air Jordan 1 Retro High OG,White/Cacao Wow/Sail/StarfishStyle,Women's Shoes,"This iteration of the AJ1 re-imagines MJ's first signature shoe with a fresh mix of colours. Premium materials, soft cushioning and a padded ankle collar offer total support and celebrate the shoe that started it all.",15 995,https://www.nike.com/in/t/air-jordan-1-retro-high-og-shoes-1zJ53f/DO9369-101
24,554725-135,Jordan 1 Mid,White/StealthStyle,Older Kids' Shoes,Follow in the footsteps of greatness. The all-time classic AJ1 design gets a makeover with fresh pops of colour and mixed materials.,6 995,https://www.nike.com/in/t/jordan-1-mid-older-shoes-WFLxt3/554725-135
25,DR8869-200,Air Jordan 3 Retro SE,Archaeo Brown/Fossil Stone/Light Bordeaux/Dark Smoke GreyStyle,Men's Shoes,"Rain or shine, this AJ-3 lets you call the shots. With premium leather in neutral tones and plenty of tough, textured textiles, this edition bridges classic Jordan style with the great outdoors. Nature-inspired colours keep it easy to style while embroidered detailing on the toe and heel reference the iconic elephant print from the original. Plus a fleece collar lining? Bliss defined.",19 295,https://www.nike.com/in/t/air-jordan-3-retro-se-shoes-md15ZT/DR8869-200
26,DM1200-016,Air Jordan 1 Mid SE,Black/White/Light Smoke Grey/University RedStyle,Men's Shoes,"Stand out with timeless hoops style. Premium leather gets polished, shined and textured to deliver a fresh take on the shoe that started it all. Air cushioning and a classic design keep everything you love best from the original.",11 895,https://www.nike.com/in/t/air-jordan-1-mid-se-shoes-7KMDLH/DM1200-016
27,DR9495-001,Air Jordan 1 Mid,Black/New Emerald/University Red/Dark ConcordStyle,Older Kids' Shoes,"Throw some colour into your black-and-white shoe game with this picture-perfect AJ1. Plush foam and soft Air give you the cloud-like feel you know and love, while vibrant images of MJ on the outer panels pay tribute to an icon.",7 995,https://www.nike.com/in/t/air-jordan-1-mid-older-shoes-xvvB6q/DR9495-001
28,DO1925-003,Jumpman Two Trey,Black/Black/White/University RedStyle,Men's Shoes,"Like ""Two Trey"" on MJ's licence plate, let your presence be known. This new generation of Jordan celebrates Mike's time in Chicago, complete with high-quality leather uppers and Air cushioned soles. Made as an homage to the on-court styles worn during his championship years, the Two Trey's midsole design references both the AJ11 and the AJ12.",13 995,https://www.nike.com/in/t/jumpman-two-trey-shoes-rhmBzG/DO1925-003
29,DD0587-141,Air Jordan 5 Retro,White/Black/Dark ConcordStyle,Men's Shoes,"Get your piece of Jordan history and heritage with the Air Jordan 5 Retro.Based on the classic game shoe from 1990, it has all the iconic details, including the bump-out collar, lace toggle and fighter plane-inspired design lines.",18 395,https://www.nike.com/in/t/air-jordan-5-retro-shoes-CHQqM4/DD0587-141
30,DZ4729-200,Air Jordan 7 Retro SE,Vachetta Tan/Taxi/Dark Concord/BlackStyle,Men's Shoes,"Kick it back to '92 with this latest iteration of the AJ7, reviving the championship legacy for a new generation of sneakerheads. Come for the throwback style, stay all day for the premium construction and signature Air cushioning.",19 295,https://www.nike.com/in/t/air-jordan-7-retro-se-shoes-xjGbvR/DZ4729-200
31,BQ6472-502,Air Jordan 1 Mid,Dark Concord/Black/White/New EmeraldStyle,Women's Shoes,"The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.",10 295,https://www.nike.com/in/t/air-jordan-1-mid-shoes-86f1ZW/BQ6472-502
32,DM9014-003,Air Jordan 5 Retro 'Green Bean',Silver/Flint Grey/Green BeanStyle,Men's Shoes,"Stand out from the crowd. The Air Jordan 5 Retro brings back a coveted 2006 release done up in grey-reflectivity design and, of course, bright green accents. Synthetic leather, durable textile materials and plastic lace loops provide structure to this classic off-court look.",₹ 17 47718 395,https://www.nike.com/in/t/air-jordan-5-retro-green-bean-shoes-KNZDfn/DM9014-003
33,DM3379-600,Air Jordan 1 Low SE,Crimson Bliss/Rush Orange/Sail/BlackStyle,Women's Shoes,"Crafted with brilliance, this low-cut AJ1 brings a throwback hue synonymous with the '90s to an all-time classic silhouette.",9 695,https://www.nike.com/in/t/air-jordan-1-low-se-shoes-zHWncv/DM3379-600
34,DV0747-065,Air Jordan XXXVII PF,Black/Club Purple/Dark Charcoal/True RedStyle,Men's Basketball Shoes,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about take-offs and landings, with multiple Air units to get you off the ground and Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained—and leave your game uncompromised—no matter how fast you move.",17 295,https://www.nike.com/in/t/air-jordan-xxxvii-pf-basketball-shoes-rthNXn/DV0747-065
35,CT8529-012,Air Jordan 6 Retro,Magnet/College NavyStyle,Shoes,"MJ's sixth signature shoe debuted during the 1990–1991 season as His Airness battled rivals in pursuit of an elusive first championship.Now, it's back in a variety of colour schemes.Gear up for the 30th anniversary of the Air Jordan 6 with this timeless classic.",18 395,https://www.nike.com/in/t/air-jordan-6-retro-shoes-4m3b9d/CT8529-012
36,DB2889-500,Air Jordan 1,Light Bordeaux/Amethyst Ash/Black/Cardinal RedStyle,Shoes,"Shift into casual mode with the Air Jordan 1.Rich with iconic hoops heritage, the wardrobe staple steps up its game with GORE-TEX material and buttery nubuck leather overlays.A reflective Swoosh shines along the sides.",17 595,https://www.nike.com/in/t/air-jordan-1-shoes-d1vgvb/DB2889-500
37,CT8013-015,Air Jordan 12 Retro,Stealth/Cool Grey/WhiteStyle,Shoe,The Air Jordan 12 Retro is the return of Tinker Hatfield's celebrated 1996 design—the first to bring Zoom Air cushioning to the signature line. Premium materials in the upper give it a seasonal refresh.,18 395,https://www.nike.com/in/t/air-jordan-12-retro-shoe-WwCSBH/CT8013-015
38,AQ2665-404,Jordan 1 Retro High OG,Dark Marina Blue/White/BlackStyle,Toddler Shoes,"The Jordan 1 Retro High OG takes inspiration from the original AJ1. It delivers traction, support and a premium look that's optimised for little feet.",4 495,https://www.nike.com/in/t/jordan-1-retro-high-og-shoes-nZhh23/AQ2665-404
39,DD6959-160,Air Jordan XXXVII PF,White/Light Silver/Black/True RedStyle,Men's Basketball Shoes,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about take-offs and landings, with multiple Air units to get you off the ground and Formula 23 foam to cushion your impact. The upper is made from strong, reinforced leno-weave fabric that'll keep you contained and leave your game uncompromised, no matter how fast you move.",17 295,https://www.nike.com/in/t/air-jordan-xxxvii-pf-basketball-shoes-FxrCGw/DD6959-160
40,DM4640-036,Air Jordan 5 Retro Low SP,Black/Fire Red/Metallic Silver/Classic JadeStyle,Shoes,Love the look of the AJ5 but prefer a lower-cut collar?The Air Jordan 5 Retro Low puts a fresh spin on the one-of-a-kind design with a satin touch to the upper.It's got Air in the heel and iconic elements including a lace toggle and grid-mesh panel.,17 595,https://www.nike.com/in/t/air-jordan-5-retro-low-sp-shoes-pqJQVg/DM4640-036
41,487471-701,Air Jordan 14 Retro,Light Ginger/White/BlackStyle,Shoes,"The Air Jordan 14 Retro has class, comfort and the singular look of the original, with heritage-inspired colours, full-grain leather and responsive Zoom Air cushioning.",18 395,https://www.nike.com/in/t/air-jordan-14-retro-shoes-G7BqkW/487471-701
42,DM0858-107,Zion 2 PF,White/Volt/Dynamic Turquoise/BlackStyle,Men's Basketball Shoes,"Channel new levels of speed and power in shoes designed for Zion and built for ballers at any level. An adjustable strap up top helps lock your foot in place while a firm midsole supports high-paced play. A wider outsole provides extra stability—perfect for playing on outdoor courts. And the Zion 2 has more Air cushioning than its predecessor, so you'll get into the clouds easier and land softer.",10 795,https://www.nike.com/in/t/zion-2-pf-basketball-shoes-pwN2Q4/DM0858-107
43,DR1330-413,Jordan Super Play J Balvin,Celestine Blue/Enamel Green/WhiteStyle,Men's Slides,"""Follow your light"" and let yourself shine from morning to night in Jordan slides infused with J Balvin's feel-good, jump-for-your-dreams flavour. Puffed-up panels and breezy cloud graphics on the strap are paired with rainbow detailing and J Balvin's signature smiley face logo to steal the hearts of passers-by. So slide in and rock 'em 'til the sun goes down—the super-plush, glow-in-the-dark foam underfoot will make sure you keep standing out.",4 995,https://www.nike.com/in/t/jordan-super-play-j-balvin-slides-WHqrKq/DR1330-413
44,414571-164,Air Jordan 13 Retro,White/French Blue/Light Steel Grey/Fire RedStyle,Shoe,"The Air Jordan 13 Retro brings back the memorable game shoe that Michael Jordan wore during the '97–98 season, all the way to his 6th championship title. All the classic details are there like the quilted overlay, iconic sculpted midsole and holographic eye.",18 395,https://www.nike.com/in/t/air-jordan-13-retro-shoe-pvTjVke9/414571-164
45,DO8227-400,Air Jordan 1 Low SE,Psychic Blue/Vivid Green/Safety Orange/SailStyle,Older Kids' Shoes,"Inspired by the original that debuted in 1985, this low-top AJ1 offers a clean, classic look that's familiar yet always fresh. It's made for casual mode, with a nature-inspired stich design that's a breath of fresh air.",6 495,https://www.nike.com/in/t/air-jordan-1-low-se-older-shoes-X6kZ68/DO8227-400
46,AR6374-016,Jordan Break,Black/White/University RedStyle,Slides,"Featuring a fixed strap over the top of the foot, the Jordan Break Slide uses durable synthetic leather and lightweight foam cushioning for underfoot comfort.",1 995,https://www.nike.com/in/t/jordan-break-slides-QmwKlG/AR6374-016
47,DN3680-101,Jordan Series .06,Sail/White/Bright Crimson/BlackStyle,Men's Shoes,Dear Larry. Dear Deloris. Dear '90s. Stories from MJ's history build the ongoing story of the Jordan legacy. The latest Jordan Series shoe pays tribute to its predecessors by combining designs from previous executions. Honour the people and the process behind Mike's success with this next generation shoe.,7 495,https://www.nike.com/in/t/jordan-series-6-shoes-ZFJvnZ/DN3680-101
48,DZ0810-367,Air Jordan XXXVII Satou PF,Ocean Cube/Volt/Black/Flash CrimsonStyle,Women's Basketball Shoes,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about takeoffs and landings, with multiple Air units to get you off the ground and our signature Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained no matter how fast you move. This version celebrates the skills of Satou Sabally.",18 595,https://www.nike.com/in/t/air-jordan-xxxvii-satou-pf-basketball-shoes-NlZwXr/DZ0810-367
49,DO9072-410,Zion 2 PF,Hyper Royal/Black/WhiteStyle,Men's Basketball Shoes,Channel new levels of speed and power in shoes designed for Zion and built for ballers at any level. An adjustable strap up top helps lock your foot in while a firm midsole supports high-paced play. Make this your number 1 pick for the court.,10 795,https://www.nike.com/in/t/zion-2-pf-basketball-shoes-XCTSr4/DO9072-410
50,DR7614-221,Jordan Delta 3 Mid,Khaki/Sail/Light Olive/Dark DriftwoodStyle,Men's Shoes,"Inspired by '90s on-court gear and the Space-Age aesthetic, the Delta 3 is ready to launch. With super-lightweight technical materials, they have a retro-futuristic look and feel. This is the next-gen footwear that's gonna take you into tomorrow.",13 995,https://www.nike.com/in/t/jordan-delta-3-mid-shoes-WwnTQl/DR7614-221
51,DD7421-160,Air Jordan XXXVII,White/Light Silver/Black/True RedStyle,Older Kids' Shoes,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about takeoffs and landings, with multiple Air units to get you off the ground and our signature Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained—and leave your game uncompromised—no matter how fast you move.",9 995,https://www.nike.com/in/t/air-jordan-xxxvii-older-shoes-MK0JNJ/DD7421-160
52,DQ1823-006,Air Jordan 1 Elevate Low SE,Black/Sail/Gym RedStyle,Women's Shoe,Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low-cut silhouette. Air cushioning keeps you lifted and sleek leather in contrasting colours adds visual interest.,12 995,https://www.nike.com/in/t/air-jordan-1-elevate-low-se-shoes-vrrNpV/DQ1823-006
53,DQ7362-010,Jordan Flight MVP 85,BlackStyle,Men's Statement T-Shirt,"Bring the energy in a tee that reinterprets classic Jordan Brand imagery. Bold graphics make a statement on soft, relaxed cotton that you'll want to wear all day.",2 695,https://www.nike.com/in/t/jordan-flight-mvp-85-statement-t-shirt-gtppSt/DQ7362-010
54,DV1593-010,Jordan Artist Series by Jacob Rochester,Black/Sail/University RedStyle,Men's Hoodie,"Get ready to get noticed. This fleece hoodie features the work of artist Jacob Rochester, which tells the nostalgic story of hoops culture through bold, screen printed graphics. His imagery brings energy to a classic wardrobe staple, while a subtle Artist Series pin on the cuff legitimises your look.",4 495,https://www.nike.com/in/t/jordan-artist-series-by-jacob-rochester-hoodie-SrvB2x/DV1593-010
55,DV5625-084,Jordan Dri-FIT Zion,Smoke GreyStyle,Men's Hoodie,"Here's a hoodie you can chill in, then go straight to the gym—Zion approved. Soft fabric and sweat-wicking Dri-FIT Tech will keep you comfy no matter what you decide to do. Graphics on the chest and arms keep your look fresh.",4 495,https://www.nike.com/in/t/jordan-dri-fit-zion-hoodie-Bmzc5H/DV5625-084
56,DD9361-212,Jordan Delta 3 SP,Hemp/Dark Driftwood/Rattan/SailStyle,Men's Shoes,"Combining high-end craft with high-tech features, these kicks are the embodiment of cool. Airy Ripstop and soft suede pair with a soft interior for a classic look and premium Jordan Brand comfort.",14 995,https://www.nike.com/in/t/jordan-delta-3-sp-shoes-QZKkHQ/DD9361-212
57,DC3673-010,Jordan Jumpman Heritage86,Black/BlackStyle,Washed Cap,The Jordan Jumpman Heritage86 Cap has an unstructured crown made from lightweight twill that's washed for a worn-in look. It adjusts at the back with a strap.,1 195,https://www.nike.com/in/t/jordan-jumpman-heritage86-washed-cap-f59xF8/DC3673-010
58,DA8026-331,Jordan Series Mid,Pilgrim/White/Sail/Light OliveStyle,Men's Shoes,"Classic meets modern in this fresh take on a Jordan Brand essential. Durable leather and suede are bolstered by lightweight synthetics for extra support. The iconic midtop silhouette is more breathable than ever with a perforated sockliner. Plus, inspirational messages nodding to MJ's origin story are incorporated into the design, adding meaning to every step.",8 595,https://www.nike.com/in/t/jordan-series-mid-shoes-xdNNBc/DA8026-331
59,DM0103-015,Jordan ADG 4,Black/Cement Grey/Metallic Silver/WhiteStyle,Men's Golf Shoes,"A request from MJ himself, the Jordan ADG 4 infuses an incredibly classic silhouette with retro Jordan flavour. Supple, full-grain leather shows off the iconic elephant print on the heel. The rubber sole has an integrated traction pattern that perfectly pairs the grip you need with the versatility and comfort you want.",17 295,https://www.nike.com/in/t/jordan-adg-4-golf-shoes-VrRj2T/DM0103-015
60,DR2100-410,Jordan Dri-FIT x Zion,Mystic NavyStyle,Men's French Terry Pullover Hoodie,"Work hard, chill hard—the Zion way. This pullover hoodie works anywhere, so you can head from the couch to the court without changing your gear. It's made from versatile French terry and enhanced with Dri-FIT Technology to keep you cool, comfy, and fresh all day. This product is made from at least 50% sustainable materials, using a blend of both recycled polyester and organic cotton fibres. The blend is at least 10% recycled fibres or at least 10% organic cotton fibres.",₹ 3 7973 995,https://www.nike.com/in/t/jordan-dri-fit-zion-french-terry-pullover-hoodie-gwFhzx/DR2100-410
61,DM2424-330,Jordan Granville Pro SP,Ocean Cube/Off-Noir/Light Smoke Grey/Ocean CubeStyle,Men's Shoes,"What's your go-to? A fresh addition to the 23 Engineered line, the Granville Pro swoops in and delivers big on the concept of 24/7. Pairing innovation with off-court DNA, a Formula 23 midsole brings the comfort. The upper sports a throwback mix of materials inspired by MJ's university days, from classic suede to laser-cut textile and airy mesh. Exposed foam on the tongue and a sporty heel clip add retro-futuristic flair, while hidden details (check out the tongue label text and ""23"" moulded into the outsole) add clout. Whether you're chilling with friends, heading to the office or lacing up for a big night out—the Granville Pro has you covered.",12 795,https://www.nike.com/in/t/jordan-granville-pro-sp-shoes-TFVTD5/DM2424-330
62,DN1856-441,Jordan Series ES,French Blue/White/Sail/Ashen SlateStyle,Men's Shoes,"Inspired by Mike's backyard battles with his older brother Larry, the Jordan Series references their legendary sibling rivalry throughout the design. The rubber sole offers more than just impressive traction—it also tells the story of how MJ came to be #23. Look for the hidden reminder to ""Swing for the Fence"", a direct quote from Larry to his little bro.",7 495,https://www.nike.com/in/t/jordan-series-es-shoes-FDtg9v/DN1856-441
63,DN4195-430,Air Jordan XXXVI Low Luka PF,Laser Blue/Electric Purple/Pink Prime/Electric GreenStyle,Men's Basketball Shoes,"From the perimeter to the hoop, take the court with confidence. This is one of the lightest Air Jordan game shoes to date, with a minimal but durable leno-weave upper reinforced with tough plastic details. Meanwhile, Zoom Air cushioning delivers energy return and elite responsiveness. The game asks for everything—now you have the shoe to match.",16 295,https://www.nike.com/in/t/air-jordan-xxxvi-low-luka-pf-basketball-shoes-zNLHjc/DN4195-430
64,DC9836-060,Jordan Air 200E,Black/Smoke Grey/White/University RedStyle,Men's Shoes,"Designed to roam the streets with comfort and attitude in mind, the Jordan Air 200E mixes overt tech with durable materials while staying true to Jordan DNA. The low-cut silhouette pairs visual geometry with Max Air for a stylish, versatile ride.",₹ 11 39711 995,https://www.nike.com/in/t/jordan-air-200e-shoes-RJ2RrL/DC9836-060
65,440889-141,Jordan 5 Retro,White/Black/Dark ConcordStyle,Younger Kids' Shoes,"The Jordan 5 Retro gives younger kids an instant connection to Jordan heritage. Inspired by MJ's 5th game shoe, it features leather in the upper, with classic design lines and details that made the original such a hit.",6 495,https://www.nike.com/in/t/jordan-5-retro-younger-shoes-QQL87h/440889-141
66,DO2155-100,Jordan Delta 2 x CLOT,White/Iron Grey/Navy/Multi-ColourStyle,Men's Shoes,"With a design sensibility that bridges East and West, CLOT founder Edison Chen brings his expressive style to a fresh collab. Pairing DNA from the AJ13 with a coveted colourway, he delivers an original look that remains rooted to Jordan heritage. Full of intricate detailing (check out the holographic hangtag and 2-layer mesh-foam upper), Chen effortlessly merges icons so you can step into the future of off-court style. Insole graphics and rubberised tongue logos seal the deal—this is an undeniably impeccable look.",14 495,https://www.nike.com/in/t/jordan-delta-2-clot-shoes-gVRsjW/DO2155-100
67,DX5881-168,Jordan 1 Low Alt,White/Safety Orange/PinksicleStyle,Baby/Toddler Shoes,These mini Js combine an iconic design with fresh new colours. They're soft and flexible underfoot to keep little feet comfortable all day long. The easy-peasy hook-and-loop fastener makes it a breeze to put their shoes on so you can get to the good stuff.,3 995,https://www.nike.com/in/t/jordan-1-low-alt-shoes-gDSsCW/DX5881-168
68,,Air Jordan Wordmark,,Men's Fleece Hoodie,,5 695,https://www.nike.com/in/launch/r/DV6463-645
69,DZ7313-010,Jordan Flight Essentials,BlackStyle,Men's Oversized T-Shirt,"Designed with an intentionally oversized fit, this tee is ready for whatever the day brings. With a Jumpman woven patch on the chest, no one will question what you're about.",2 495,https://www.nike.com/in/t/jordan-flight-essentials-oversized-t-shirt-C7XVkQ/DZ7313-010
70,DR3102-316,Jordan x J Balvin,Jade Aura/Enamel GreenStyle,Men's Crew,"J Balvin remixes the classic crew to help you look good and stay warm. UV-reactive embroidered logos shimmer in the sunlight, energising any outfit.",5 995,https://www.nike.com/in/t/jordan-j-balvin-crew-55MbpG/DR3102-316
71,DQ7358-610,Jordan 23 Engineered,Atmosphere/Team Orange/BlackStyle,Men's T-Shirt,"Look good, feel even better in this soft tee made from at least 75% organic cotton. It has a classic, relaxed fit and features a subtle printed graphic to elevate an everyday staple.",₹ 2 3672 495,https://www.nike.com/in/t/jordan-23-engineered-t-shirt-sNCFHz/DQ7358-610
